carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,564.1198204738148
0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,4446.453263354839
1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,6373.834173561206
1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5286.430046834032
1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5194.444124753837
0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,885.0616372239399
1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,2373.4271057343058
1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10381.955690856812
0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2439.4528835274577
1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,6692.071336664786
1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6591.897673225042
1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5312.738759843498
1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,3568.03445435314
1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,7731.180971451079
1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9597.795957633478
0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1693.414150588211
0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,430.7340646238026
0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4510.909114603912
0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1245.3025980887937
0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,885.5518952487846
0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,1023.6575454859656
1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,6401.715233104814
2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,14595.027866372728
1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4788.499665393948
1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,12715.844632123019
0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,925.0184078897701
0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1460.0929466559287
0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,626.0313270455595
1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,6267.174608728982
0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,565.5771119803397
0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,1476.8946313104668
1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7349.473975937913
0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,1038.4382477961526
0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,690.956937392568
1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5100.74605590336
1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,10409.56680391638
0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1520.7288880675346
0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,724.9930661924348
1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9509.606565370907
1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7748.224675040147
0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,827.7591179565987
0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,397.9997645664882
1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,8982.507572985638
0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,962.7429153836121
1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,10421.283233424108
1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,4912.163102593913
1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5304.09799734012
1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,14580.66488286453
0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4005.477887528932
1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5851.610019829983
0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,904.3112572923443
0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2641.547713971072
0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,546.6125674601632
0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4196.99629377091
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3273.561244007122
0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3252.310240026675
0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,831.3064967538189
1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,11976.953685111203
1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,3813.886728554417
0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,1039.4125598924654
1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,2559.377892423488
0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3223.321882734521
1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,15108.11616230083
1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10867.928897890539
0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2228.1591970850595
0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1657.847861348594
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,10436.532005428367
0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,918.142096058539
1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,8949.256429958803
0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3893.6066140265057
1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,12292.38007780877
0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,551.4095806619683
0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1559.872953399497
1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,5064.483873713293
0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1699.2933707085024
0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1768.748054345582
0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3716.94876061686
1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,8039.0069906554645
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5073.080930070105
1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5273.415489922912
0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2679.57524438866
1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,8856.693021599867
2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,15685.559794070108
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,533.2418034600163
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,571.1562413988886
0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1846.2527446135832
0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,1087.3873426490995
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,556.2599603992799
1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3063.690202276992
0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1618.8622865221082
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,4609.887815740688
1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,9725.833763782362
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,3566.669455524667
0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1961.7306598570788
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,6311.017433168096
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,6394.909007080337
0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,519.3164135270545
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2797.9544940917413
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,666.941963192584
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3733.882455720609
1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5578.36700388033
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,592.4270281827875
0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1140.224958722528
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3748.8269719552177
0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2355.9239419896608
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,272.8772967579581
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,7075.473436597645
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,762.5045733654325
0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,823.1442009533764
1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,7235.910248803658
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,780.7173885781899
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,7651.205440536859
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,4777.520710590432
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13862.01043333404
0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,2403.7271097297157
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,893.8512898942884
0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1642.1399083651863
0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,613.6666088508339
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,6648.469652816748
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3281.813930387293
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,653.7670865689586
0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,634.8773481982346
0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,596.4895531833985
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3187.8680596721483
1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5024.98451194962
0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,985.6819905203369
1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,11369.679056886129
0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1834.2981456064726
0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,729.7070797342706
0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1433.6800206194434
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1077.7693650581814
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4668.270381449721
1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,3328.765719996748
1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5592.186102483108
0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,2559.704934379257
0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1909.4627380973805
1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,10206.595938258377
1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,2647.480266270892
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1779.2981740057476
1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4245.52446100234
0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,4059.769967534168
0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2142.5639823445513
0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,1014.5034420302666
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3559.857062626774
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2116.702236607415
2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,11810.044245616842
2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15871.864514138582
1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,8253.840380805274
0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2716.7788340446227
1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5574.491279249505
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1461.0868756067853
1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,15306.968197370381
0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,689.9589717237798
0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1565.4754362012234
1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,8730.864982643092
0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,610.0348170547873
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1483.0691712151688
0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,3746.9320333860364
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,429.8056217686323
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,2943.648994249094
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4191.405343742186
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6467.845190183021
1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,5355.701613023321
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6629.954988033673
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,5996.0007743368105
1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5107.911239562184
0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,585.955679521248
2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,16423.168963429882
0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1100.0914214202205
0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,661.698018069274
1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,4491.055949105774
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2394.7747734850545
0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,570.3967060737466
0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1757.2729856574251
0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,2751.8826427508648
0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2261.2259383876144
0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2286.319158278583
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,519.3414058079542
1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4511.964950125077
0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1041.125522334092
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1883.0858817727853
1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,4946.041996337392
0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1444.2187110256536
0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,714.4733553004131
0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,497.9747937683756
1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,13977.189113277227
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1041.3325113092942
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3318.5432305733393
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1054.1089908844995
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,3872.5663090014787
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2176.2735864168444
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,6170.963173879435
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1489.7199997404914
0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1563.3167508474103
1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3125.428330510453
0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2766.534639890948
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2436.5508085113297
0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,596.8648439728737
0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,761.7631323702337
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,712.5100282344109
1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4127.201122714562
1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,8085.06794393234
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,13315.649645560412
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1765.2985791157296
0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,567.7681646983682
1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,10536.907533828975
0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,891.1861430177778
0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,572.3411694966203
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5651.394037646873
0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,936.0096226545843
0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1128.3302740493655
0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3489.5494577181385
1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,11016.779409059009
1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6218.885468280775
0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,953.1561922356915
0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2467.972399296081
1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9603.143774962102
1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,4932.930275099445
1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,13401.331466743284
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4225.71646243818
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4562.870455945531
0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,4032.9211282693386
0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,739.1309137394164
0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,830.9190650094948
1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,4719.348258185668
0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,897.9490990717107
1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5346.02793736266
0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3567.693128126359
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2215.1650981951725
1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,11291.072010705424
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5133.264654251729
1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11947.14231518182
1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5027.332913215667
1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,3791.956269367786
0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,821.8593105007621
2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,14689.68526727431
0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1790.993193803703
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4537.829077790137
1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,4268.612729189351
0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2147.8159744499403
0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1277.9968165841951
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3036.9326136481395
0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2056.7773343505887
0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,959.9161588578244
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4005.477887528932
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3467.0913065856303
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1992.9818727243346
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,4893.162027713637
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1213.2852239538572
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,451.8551570973914
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4120.37724652909
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,977.7642459655085
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,769.3823338874452
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4024.993663334677
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,6870.344440990163
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,8519.992576109358
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4287.84778595711
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,985.8950942323421
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1602.7941300360935
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3003.613773866445
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2689.076393766434
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,4740.537273914344
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,11042.647634629755
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,622.1901217799888
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1481.1154768067636
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,703.9037546743242
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,8430.684376426929
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2350.9484663297476
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3406.249695667089
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2404.8769189320756
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,552.6520639473997
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2795.4771887387615
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4402.954768713053
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1108.5893433259973
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,13138.029677057692
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6090.216828281112
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6093.818514489603
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,422.3875213364689
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,838.9468011886153
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2548.646857463555
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3648.551439837264
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,781.8394025635955
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15928.354916467433
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6148.202231112213
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,644.5739750607869
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1056.257104176018
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1754.8484047742184
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,17652.518715553873
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,628.8181114212755
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,13833.660923832025
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,433.32888978705716
0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1372.917544338733
0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1853.406143950103
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6356.2438142633955
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,860.8052173157292
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5494.596729063709
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9142.303859366579
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,845.3119960018861
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1069.9034017283282
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4110.381225717931
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,575.3301731291318
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,12502.28905384087
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5343.858852418022
0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1035.3087541321463
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4981.596889256244
0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1704.1625474346674
1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4288.498512025347
0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,675.0502642126854
1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5833.502339047168
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,954.115205283575
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3935.0976450474855
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,603.0449138889893
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3952.7429554499445
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,6329.809283575243
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3792.9036632459743
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,951.8614638088239
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1145.724512928067
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,6999.600046532726
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,4317.318208925359
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5160.740210752794
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1147.2799603087478
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13172.721469567732
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,8003.618544356504
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10988.233765383406
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4798.205689684585
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2022.5665489059295
